contour1
3.35301e-07,0.0190476,0.0252247,0.0231513,0.0689274,0.0549081,0.0768119,0.0786654,0.0650175,0.0204465,0.00355296,0.00178309,0.108276,0.135891,0.0403883,0.0261812,0.00394953,0.00387566,0.00229117,0.00198261,0.0148827,0.102554,0.0113476,0.00725119,0.00577364,0.000227164,0.0218898,0.0104186,0.0090031,0.00501937,0.0228107,0.0269527,0.0912879,0.0924031,0.0275589,0.00115389,0.0523156,3.35301e-07
3.49348e-07,0.0853159,0.128183,0.104533,0.0330184,0.0444005,3.49348e-07
contour2
1.32246e-06,0.074254,0.0772527,0.0775155,0.083745,0.15448,0.102365,0.0766684,0.0950238,0.0750928,0.0893573,0.0558168,0.123178,0.0473964,1.32246e-06,0.0773841,0.0236989
5.29831e-07,0.00344006,0.0107424,0.0241004,0.00875928,0.0275949,0.0438305,0.0453967,0.0273846,5.29831e-07
contour3
contour4
