contour1
5.30311e-07,0.140459,0.194506,0.174316,0.194452,0.192297,0.150945,0.122704,0.196766,0.20289,0.173495,0.217273,0.303728,0.0970475,0.220426,0.209536,0.207775,0.195393,0.200782,0.208599,0.206619,0.204264,0.0775445,0.24274,0.230892,0.223436,0.224115,0.204473,0.201929,0.189973,0.124693,0.180574,0.0829584,0.0685515,0.0708513,0.284265,0.305698,0.297938,0.300867,0.271035,0.263685,0.264377,0.223043,0.0426893,5.35668e-07
contour2
2.14093e-06,0.159459,0.205861,0.166158,0.208885,0.232189,-0.150521,0.128508,0.123867,0.0877016,2.14093e-06,0.0797307,0.182661,0.0408338,-0.0110065,0.105785
2.56271e-06,2.56271e-06,2.4437e-06,2.56271e-06,2.4437e-06
