contour1
6.51051e-07,0.0731577,0.0239489,0.018624,0.0870511,0.0733587,0.0762454,0.0534855,0.0181492,0.101989,0.109197,0.0485192,0.0642675,6.51051e-07
1.16838e-06,0.0175116,0.0112282,0.0340042,0.0274344,0.0245523,0.030728,0.0262714,0.0415076,0.0424387,0.0670729,0.0417044,0.0610814,0.0567247,0.0777231,0.0749141,0.0301667,1.16838e-06
contour2
6.84825e-07,0.106335,0.0567094,0.140414,0.150868,0.137735,0.116965,0.0695988,6.84825e-07,0.053168,0.0815243,0.145643,0.144302,0.130812,0.123889,0.0236833,0.0347971
contour3
