contour1
1.24545e-06,0.00197995,0.0439457,0.0202497,0.00753928,0.029275,0.0566736,0.123894,0.118814,1.24545e-06,0.000988393,0.0229628,0.0320967,0.0108688,0.0429743,0.0902839,0.121355,0.0594086
contour2
6.55125e-06,0.0339411,0.0532352,0.102292,6.55125e-06,0.00848831,0.0169738,0.0254556,0.0387656,0.0435863,0.0484107,0.0655003,0.0777617,0.0900269,0.0767197,0.0511474,0.0255789
contour3
7.53516e-06,0.049513,0.190976,0.161338,7.53516e-06,0.0099071,0.0198067,0.0297138,0.0396134,0.0848786,0.120244,0.15561,0.102895,0.0148227,0.0732576
contour4
-nan
5.66633e-07,0.0778257,5.66633e-07,0.0129702,0.0259399,0.0389168,0.0518864,0.0648561,0.0622636,0.0466942,0.0311321,0.0155627
