contour1
-2.90671e-06,0.190407,-0.0602207,-0.0151951,-0.0124801,-0.0169629,-0.121895,-0.0412518,-2.90671e-06,0.0634659,0.126938,0.0650933,-0.0138376,-0.0139731,-0.0154699,-0.0694291,-0.0206273
contour2
contour3
-2.47947e-06,0.109284,-0.0173875,-2.47947e-06,0.0218518,0.0437138,0.0655681,0.08743,0.0839515,0.0586186,0.0332782,0.00794535,-0.013912,-0.0104365,-0.00695345,-0.00347796
