contour1
2.28611e-06,0.0476857,0.0523611,0.0942377,0.101117,0.102078,0.118122,0.0875209,2.28611e-06,0.023844,0.0733013,0.0976773,0.110102,0.107922,0.0977213,0.0437616
contour2
4.29386e-07,0.153169,0.192624,0.111166,0.149348,4.29386e-07,0.0382929,0.0765862,0.114876,0.163034,0.172899,0.182759,0.172262,0.151895,0.131533,0.0995637,0.0497836
contour3
3.34048e-05,0.047779,0.0184979,3.34048e-05,0.00958101,0.0191286,0.0286838,0.0382314,0.0138651,0.00923222,0.00459943
