contour1
9.00271e-06,0.135177,0.21964,0.161848,0.211094,0.166331,0.242678,0.112948,9.00271e-06,0.0450664,0.09012,0.177407,0.186471,0.204503,0.199435,0.156191,0.0753029,0.037654
contour2
6.68778e-07,0.171188,0.111936,0.00776939,6.68778e-07,0.0342371,0.0684749,0.102713,0.13695,0.156377,0.141558,0.126747,0.0879976,0.064052,0.0401141,0.0161685,0.00621412,0.00465885,0.0031112,0.00155594
contour3
