contour1
-1.19462e-06,0.210234,0.363997,0.36786,0.333497,0.308297,0.211523,0.133596,-1.19462e-06,0.070076,0.140157,0.287115,0.365284,0.366572,0.350677,0.325097,0.316697,0.25991,0.185547,0.159572,0.0667974
contour2
1.96075e-06,0.0222276,-0.0373686,0.0637348,0.0576396,1.96075e-06,0.00556028,0.0111148,0.0166731,0.00732763,-0.00756857,-0.0224686,0.0622119,0.0606891,0.0591624,0.0432321,0.0288208,0.0144133
contour3
1.16882e-05,0.0649954,-0.0273944,-0.0900742,1.16882e-05,0.01301,0.0260082,0.0389989,0.0519971,0.0465159,0.0280364,0.00956457,-0.00891491,-0.0399319,-0.0524694,-0.0649992,-0.0775367,-0.072054,-0.0540414,-0.0360211,-0.0180085
