contour1
-2.40658e-07,-0.039662,-0.0525665,-0.0406593,-0.00335263,0.00473045,0.0286041,0.0243398,-0.0551787,-0.0668053,0.04658,0.132772,0.112404,0.00427156,-0.00810024,3.95958e-06,0.0160501,0.0446842,-0.0532809,-0.00854468,0.016117,0.0209791,-0.00360308,-0.00260503,0.0266959,0.0435768,-0.0356976,0.00893918,0.0375924,-0.0474984,0.023183,0.0077532,-2.40658e-07
1.5894e-07,0.113465,0.0946693,0.195487,0.129075,0.0789846,0.0660355,0.0193043,0.0523908,1.5894e-07
contour2
1.41375e-07,0.0404333,0.0667494,0.0826733,0.104481,0.100778,0.113848,0.131239,0.118464,0.119479,0.11934,0.0965502,0.0636006,0.0398839,-0.0217471,1.41375e-07
-7.623e-07,0.0168721,0.0302484,0.0293516,0.0387471,0.0704638,0.086844,0.0837265,0.0397469,-7.623e-07,0.0324831,0.0356151
contour3
