contour1
4.09425e-08,0.00991715,0.0719009,0.0435664,0.0454298,0.0701056,0.124948,0.137321,0.191194,0.207854,0.232204,0.249376,0.315924,0.420866,0.338825,0.330599,0.246045,0.218144,4.09425e-08
2.16233e-07,0.0126813,0.0131396,0.0317107,0.0287932,0.00259179,0.0566107,0.0620448,0.0827343,0.06686,0.066564,0.0794599,0.122166,0.0831374,0.150475,0.118864,0.107823,0.0828567,0.0643876,0.205731,0.224328,0.180555,0.212258,0.230928,0.23271,2.16233e-07
contour2
1.46273e-07,1.46273e-07,1.7939e-07,1.13157e-07
1.38815e-06,0.100183,0.108031,0.0982284,0.105613,0.170425,0.27829,0.289156,0.2581,0.278442,0.290824,0.302533,0.293238,0.318956,0.277784,0.274634,0.237209,0.194397,0.0294831,1.38815e-06
contour3
1.44017e-07,0.145793,0.0822664,0.242123,0.261149,0.349739,0.325248,0.403143,0.404339,0.48117,0.507141,0.478854,0.374392,0.463666,0.444016,0.208547,1.44017e-07,0.251636,0.337493,0.494156,0.453841,0.104274
contour4
5.17769e-06,0.303311,0.260562,0.352033,0.221024,0.219703,0.151664,0.139668,0.0684091,0.0813665,0.0530901,0.0191614,0.0166183,5.17769e-06,0.292624,0.281936,0.271249,0.306298
