contour1
4.78948e-07,0.0320729,0.0953544,0.0548379,0.0577674,0.175261,0.173612,0.189756,0.357037,0.39568,0.412614,0.441402,0.466628,0.388152,0.372082,0.376788,0.379913,0.345008,4.78948e-07
1.25464e-07,0.0164568,0.0120794,0.0193532,0.0246383,0.0363948,0.00890352,0.0229638,0.0896569,0.0782068,0.070703,0.0614567,0.079677,0.0898226,0.127524,0.140459,0.147068,0.116083,0.124949,0.168787,0.195688,0.204709,0.209998,0.291807,0.000197082,1.25464e-07
contour2
4.21695e-07,0.0135738,0.0620984,4.21695e-07,0.0413991,0.0206998
6.10446e-07,0.0866416,0.00479649,0.183668,0.208822,0.220061,0.189484,0.19995,0.209275,0.224831,0.235428,0.232396,0.235641,0.244413,0.205809,0.195913,0.141428,0.103436,6.10446e-07
contour3
7.31958e-07,0.106056,0.124355,0.171329,0.180404,0.196339,0.0542526,0.229102,0.231112,0.261616,0.206238,0.157693,0.155009,7.31958e-07,0.0530284,0.147842,0.188371,0.246363,0.181964,0.077504
contour4
1.46707e-07,0.187991,0.152477,0.197598,0.155597,0.131724,0.116978,0.0550642,0.0773392,0.192277,1.46707e-07,0.0939952,0.170233,0.175037,0.176596,0.14366,0.12435
