contour1
-3.8431e-07,0.0395649,-0.12502,0.146961,0.182039,0.19471,0.213977,0.422158,0.411107,0.255842,0.273325,0.288749,0.116162,0.118119,-3.8431e-07,-0.0427279
-1.77009e-07,-0.0167463,0.0426426,-0.00828352,-0.000903878,0.0251549,-0.00608243,0.0186115,0.000455131,0.0169133,-0.00777955,0.0205297,0.202391,0.130191,0.0952448,-0.0041498,0.0205319,-0.0787631,-0.0863804,-1.77009e-07
contour2
2.52473e-07,0.144873,0.114919,0.140873,0.172247,0.199959,0.222687,0.239534,0.253867,0.257514,0.259626,0.260794,0.253068,0.244411,0.220342,0.197954,0.155129,0.111043,2.48981e-07
contour3
0.0254694,0.0145734,0.259547,0.0461246,0.0481498,0.0334043,0.0117062,-0.00253002,0.0317083,0.0149427,0.168394,-5.20464e-07,-5.20464e-07,0.13706,0.0471372
0.156269,0.0108173,0.0658708,-4.71113e-07,-4.71113e-07,0.0781341
contour4
1.6745e-06,0.166906,0.13907,0.161382,0.0628771,0.152789,0.106805,0.0707896,0.012744,1.6745e-06,0.083453,0.152987,0.150225,0.112129,0.129796,0.0887974,0.0417668,0.00637191
