contour1
-8.57474e-07,0.0875831,0.0860748,0.245017,0.251723,0.101023,0.242514,-8.57474e-07,0.043793,0.165548,0.247252,0.249488,0.176373,0.148186,0.19535,0.121258
contour2
-8.79076e-07,0.118144,0.0697124,0.0956371,-8.79076e-07,0.0295354,0.0590718,0.0886081,0.108457,0.0987739,0.0890867,0.0793995,0.0761955,0.0826747,0.0891578,0.0765095,0.0573819,0.0382543,0.0191267
contour3
-3.02239e-06,-0.0507267,0.0347549,-3.02303e-06,-0.00845442,-0.0169135,-0.0253649,-0.0338163,-0.0422753,0.0289594,0.0231715,0.0173759,0.0115804,0.00579251
