contour1
-1.51175e-06,0.135618,0.262239,0.353206,0.341252,0.349839,0.359463,0.379825,0.460645,0.385275,0.490687,0.492967,0.516104,0.479694,0.482407,0.471211,0.435963,0.415646,0.283006,-1.51175e-06
contour2
-7.20667e-07,0.0555567,0.0296531,0.0820271,0.0159819,0.00846857,0.0274428,0.0580989,0.0427154,0.0993414,0.0892587,0.131615,0.281941,-0.00236563,0.0357223,-7.20667e-07,0.0178608
8.70517e-07,0.113806,0.0644913,8.70517e-07,0.0379356,0.0758706
contour3
7.57529e-07,0.165796,0.235832,0.305857,0.274178,0.319196,0.398741,0.414783,0.35671,7.71985e-07,0.0828981,0.200814,0.270845,0.290018,0.296687,0.358969,0.406762,0.385747
contour4
5.57125e-06,-0.12674,-0.0542295,0.00771097,-0.0462328,-0.0578536,5.57125e-06,-0.0422429,-0.0844913,-0.0335827,-0.0129359,-0.0102716,-0.0282503,-0.049139,-0.0520451,-0.0549475,-0.0385672,-0.0192808
