contour1
3.47943e-07,0.0550149,0.0190155,0.0494766,0.0680547,0.0823078,0.0980516,0.145664,0.178737,0.187607,-0.0366019,0.07986,0.0507715,3.47943e-07,0.0370142,0.0901797
-1.2583e-06,0.0746215,0.0328606,0.0662751,-1.2583e-06
contour2
5.99186e-06,-0.0861271,0.120046,0.0831479,5.99186e-06,-0.028705,-0.057416,0.107746,0.0954486,0.0554327,0.0277212
contour3
contour4
