contour1
4.48642e-07,0.108941,0.114457,0.094637,0.0944451,0.162105,0.148616,0.153537,0.141246,0.138618,0.112182,0.0520593,0.151925,0.22821,0.259996,0.0646959,0.121757,0.0878133,0.0660882,0.0598598,0.0786613,0.1554,0.152783,0.158936,0.157601,0.155888,0.151884,0.155431,0.15808,0.162067,0.144691,0.140887,0.162838,0.208774,0.180671,0.178934,0.168039,0.171951,0.175476,0.172476,0.169929,0.0122911,0.00169572,0.0687212,0.111487,4.53063e-07
contour2
0.0697483,0.0518098,0.0750808,0.114541,0.138309,0.15109,0.0914511,0.183193,0.160797,0.087984,0.227347,0.208732,0.123,1.63421e-06,1.63421e-06,0.126425,0.165866
4.80365e-07,0.0140326,0.0215471,0.0426936,0.0674346,4.80365e-07,0.0321204
contour3
