contour1
0.00090328,0.139994,0.109334,0.0682687,0.0692434,0.0669291,0.0507441,0.0822261,0.137204,5.30379e-07,5.30379e-07,0.124665,0.0888015,0.0680872,0.0664851,0.0686016
6.34739e-07,0.00210698,0.0189415,0.0134296,6.34739e-07,0.00105383,0.00275593
contour2
5.45607e-06,0.0389198,0.174886,0.174998,0.165799,0.111426,5.45607e-06,0.0129684,0.025946,0.0842405,0.129565,0.174922,0.174962,0.171932,0.168866,0.147675,0.12955,0.0742808,0.0371396
contour3
