contour1
1.89632e-08,-0.0401206,0.0170685,-0.0083404,-0.0251673,-0.052569,-0.127445,-0.132334,-0.227593,-0.224559,-0.05896,1.89632e-08
-5.35809e-07,0.0691385,-0.0355037,0.0430018,0.160228,0.165862,0.137419,0.14929,0.151486,0.156348,0.150305,0.141213,0.207817,0.111345,0.0214654,-5.35809e-07
contour2
4.80393e-07,0.0446785,0.0979234,0.123966,0.161401,0.24606,0.107896,0.125042,0.167255,0.066032,0.0795361,4.80393e-07
3.96253e-08,0.0140891,0.0250465,0.0339246,0.0467198,0.0415663,0.0427252,0.0591976,0.0576448,0.0558792,0.0682718,0.073567,0.060261,0.114064,0.0736456,0.274158,0.2302,0.0626116,0.0589815,0.048322,0.0500332,0.0294275,0.0222009,0.0066529,-0.035543,0.0255467,3.96253e-08
contour3
3.33567e-06,0.159173,0.324998,0.208567,0.307255,0.368311,0.429671,0.449272,0.475121,0.553295,0.570271,0.587259,0.616522,0.393361,0.587992,0.568964,0.36563,3.33567e-06,0.43947,0.578477
contour4
