contour1
2.33477e-07,0.0534837,0.0860681,0.13287,0.117998,0.146618,0.189803,0.234597,0.238145,0.291481,0.326426,0.325333,0.307411,0.24529,0.0308478,2.33477e-07
1.35056e-08,0.0426837,0.0355069,0.0233438,0.0460188,0.00486876,0.0276254,0.0387826,0.0113996,0.0042799,0.00920163,0.00762792,0.073333,0.00653634,3.57832e-05,0.0198843,0.00713893,0.0479749,0.00145244,0.0821023,0.0415125,0.0692726,0.0869633,0.00536305,1.35056e-08
contour2
2.66779e-07,0.0377913,0.00109393,0.0641643,0.107303,0.128797,0.16172,0.182531,0.204891,0.244507,0.239187,0.24285,0.24514,0.237201,0.228276,0.189844,0.216488,0.218218,2.74919e-07
contour3
6.62218e-07,0.00533995,0.0174927,0.251498,0.0175769,0.0382384,0.0775148,0.026272,0.104889,0.00658223,6.70711e-07,0.0026687,0.0279077,0.0256204
9.8455e-09,0.0305359,0.0635114,0.0948065,0.0904272,0.0412169,9.8455e-09,0.0926169,0.0206082
contour4
4.0613e-06,0.244203,0.134249,0.152838,0.239503,0.172578,0.143413,0.169494,0.154592,0.116902,0.214698,4.0613e-06,0.122099,0.189225,0.143542,0.19617,0.162043,0.135746,0.1658,0.107347
