contour1
-1.08658e-06,0.130513,0.146025,0.171837,0.220089,0.138976,0.100368,0.0923065,0.0848865,-0.364404,0.0761432,0.0631381,0.103208,0.0807499,0.0756037,0.0496334,-1.08658e-06
-2.62301e-07,0.00707123,0.0219399,0.0452929,-2.62301e-07,0.0297243,0.0375086
contour2
1.9271e-06,-0.00536489,-0.0271202,-0.0175657,0.0220948,0.0259539,0.0227246,0.00351264,-0.0157103,-0.0599038,0.0104159,-0.0297157,1.9271e-06,-0.00268148,0.0240253,0.0243402,0.0131196,-0.00609884,-0.0148569
contour3
