contour1
6.96925e-07,0.0521869,0.105933,0.1085,0.10551,0.112882,0.0958161,0.063986,0.053194,0.0770721,0.0873689,0.0291157,0.0485443,0.108464,0.143449,0.0976519,6.96925e-07
8.47942e-07,0.0267842,0.0329992,0.0509561,0.0640249,0.0839515,0.101546,0.106165,0.0540453,8.47942e-07
contour2
