contour1
5.90643e-07,0.16864,0.210743,0.243458,0.248182,0.390566,0.264549,0.121785,0.0880518,0.0686678,0.146669,0.159559,0.0820469,0.100574,0.0288602,5.90643e-07
6.27324e-07,0.0214445,0.0444812,0.0562804,0.0552183,0.0187604,6.27324e-07,0.0071485,0.0142966
contour2
1.42159e-06,0.0741851,0.0543448,0.0923239,0.1063,0.114068,0.120226,0.143206,0.180443,0.164387,0.172084,0.0889308,1.42411e-06,0.0370928,0.116121,0.118175,0.131716,0.172416,0.130508
contour3
