contour1
4.53658e-06,0.168627,0.156404,0.151911,0.100611,0.0572265,0.017729,0.116989,4.53658e-06,0.0843156,0.164552,0.160478,0.154159,0.134812,0.117709,0.0789205,0.0197488,0.0584906
contour2
1.22852e-06,0.0627444,0.105857,0.0828143,0.0981778,1.22852e-06,0.0156852,0.0313716,0.047058,0.0735235,0.0843027,0.095078,0.0866571,0.090496,0.0943388,0.0736321,0.0490902,0.0245445
contour3
-nan
1.99774e-06,0.0789181,0.118941,0.154065,1.99774e-06,0.015782,0.0315661,0.0473501,0.0631341,0.0869227,0.0949273,0.102932,0.110936,0.125964,0.132988,0.140019,0.147042,0.115552,0.0770316,0.0385186
contour4
