contour1
1.84809e-06,0.110597,0.0604064,0.144461,0.152353,0.161232,0.134659,0.112412,0.0201233,0.0809199,1.84809e-06,0.0552992,0.102434,0.148407,0.155314,0.158271,0.147948,0.123538,0.0662698,0.0404609
contour2
contour3
contour4
