contour1
9.21969e-08,0.0199303,0.0455474,0.00666528,0.00813881,0.123322,0.0898203,0.0964954,0.0420927,0.0688461,0.151701,0.182091,0.180056,0.186683,0.104968,0.102316,0.265074,0.254038,0.274897,0.290499,0.194091,0.225057,0.225737,0.229288,0.369558,0.535338,0.611284,0.355027,0.373428,0.401529,0.405934,0.425381,0.436867,0.435477,0.424001,0.426034,0.415001,0.43586,0.468666,0.452253,0.495836,0.315912,0.294708,0.223513,1.27815e-07
contour2
3.08621e-07,0.195716,0.208496,0.246688,0.179231,0.195133,0.214466,0.214442,0.221035,0.222654,0.221779,0.187276,0.17386,0.156824,0.123774,0.103586,0.0533658,0.0531286,3.10537e-07
contour3
3.17633e-06,0.116497,0.0375808,0.0504194,0.028666,0.0454762,0.0615219,0.186364,0.032886,0.0242597,3.17633e-06,0.0439991,0.0395427,0.0370702,0.0534981,0.0121305
4.7365e-07,0.0780051,4.7365e-07,0.0390026,0.0390022
contour4
1.72873e-07,0.179234,0.277759,0.262939,0.274115,0.247064,0.238814,0.215256,0.219083,0.183761,0.103789,0.0616743,0.0714364,1.72873e-07,0.089616,0.228496,0.270348,0.268526,0.260588,0.242939
