contour1
1.4904e-07,0.150374,0.189219,0.161778,0.19415,0.223119,0.243871,0.251191,0.279216,0.281336,0.282208,0.277612,0.272969,0.25598,0.227348,0.213999,0.253346,0.210208,1.4904e-07
contour2
-2.23962e-06,0.0349496,0.0401001,0.0423954,0.0601634,0.135179,0.123906,0.105447,0.131206,0.147773,-0.0091437,0.0205294,-0.0650941,-0.00258379,-2.23962e-06
-5.1452e-07,-0.10516,-0.0799107,-0.0129058,0.0220604,0.0594151,0.124677,0.0995899,0.0803843,0.0249149,-5.1452e-07
contour3
8.74905e-07,0.0502224,0.0800633,-0.0305155,8.74905e-07,0.0251107,0.0651428,0.0247739,-0.0152582
