Stamp,global vel x [m/s],global vel y [m/s],velocity [km/h]
11.380001783370972,-7.0443,25.7753,96.1940110060746
11.48002314567566,-6.674,26.238,97.46463442295364
11.580057859420776,-6.1301,24.5334,91.03558264078504
11.680083274841309,-6.0114,26.9846,99.52587678526224
11.780067920684814,-5.379,25.2332,92.88055975924348
11.880001783370972,-5.1048,24.9157,91.55976256144837
11.989999532699585,-4.9228,26.5716,97.28555477430346
12.080001831054688,-3.8199,26.3313,95.78496637923928
12.180001497268677,-2.8071,30.9282,111.79917897204791
12.280061960220337,-3.5928,25.2699,91.88650450276145
12.379996538162231,-3.1199,26.7135,96.82225654801483
12.480000019073486,-3.3172,26.7385,96.99653358366164
12.5800039768219,-2.8753,26.1734,94.79109800368387
12.68000340461731,-2.1562,26.8613,97.01172673571376
12.780018091201782,-1.9769,27.0103,97.49717502836685
12.889996767044067,-1.4369,28.6147,103.14271646893928
12.999997854232788,-1.7955,28.903,104.25137740615229
13.07999849319458,-1.4586,26.6237,95.98905118201763
13.180012226104736,-1.5738,26.8318,96.76049553579603
13.28002119064331,-1.3844,26.9446,97.12850921052583
13.380017280578613,-1.1898,27.0485,97.46876018867995
13.480029821395874,-1.6267,27.0639,97.60587500686627
13.579997539520264,-0.8587,27.2387,98.10803483000159
13.679996728897095,-0.3049,27.5774,99.28470765339041
13.779995918273926,-0.8109,27.2789,98.24741948010238
13.880014419555664,-0.746,27.4922,99.00835013192776
13.980002641677856,-0.4342,27.2735,98.19704181539483
14.079999208450317,-0.1839,27.7135,99.77079654348562
14.180000305175781,-0.7826,26.9733,97.1447426700179
14.280007362365723,-0.9874,27.395,98.6860392838298
14.380003213882446,-1.1473,26.9931,97.2628959773664
14.49001932144165,-1.0647,27.5274,99.17273680591859
14.580004215240479,-1.1193,27.6377,99.57728158264213
14.680018901824951,-0.8011,26.5768,95.71993549136982
14.780017852783203,-0.7066,26.749,96.32999204763593
14.880021572113037,-0.5704,26.7358,96.27078226070462
14.980051517486572,-0.2718,26.7203,96.19805644084916
15.079997301101685,-0.7351,27.9058,100.49572941983158
15.179967403411865,-0.1932,26.7482,96.29603180848524
15.28999948501587,-0.0376,27.2912,98.2484132449578
15.379999160766602,-0.2577,27.1116,97.60616896229459
15.47999906539917,-0.4542,26.223,94.41695962725342
15.579999923706055,0.1694,26.5436,95.55890596520662
15.680009126663208,-0.5417,26.6922,96.11170614082761
15.780056476593018,-0.0959,27.1291,97.66537020108613
15.880001544952393,-0.4693,25.9722,93.51518263189567
15.980000734329224,-0.7311,26.4385,95.21498364964204
16.080001831054688,-0.8719,26.199,94.36861568077387
16.180001258850098,-0.4222,26.3985,95.04675351618486
16.280002117156982,-0.6205,26.1973,94.33673078985936
16.380001306533813,-0.6554,26.0938,93.96730644695526
16.480000257492065,-1.1475,26.1266,94.14643461213812
16.580085039138794,-0.2486,25.9658,93.4811641344715
16.68000316619873,-0.5324,25.7592,92.75292477234343
16.780062913894653,-0.0423,25.7369,92.65296514016158
16.880125284194946,-0.1398,25.6378,92.29745215402644
16.980185747146606,-0.2744,25.8623,93.1095203627642
17.08000087738037,-0.0513,25.6098,92.1954649697088
17.180023193359375,-0.3568,25.5086,91.83994285381499
17.27999758720398,-0.7555,24.9771,89.95868445232846
17.380002975463867,-0.6747,24.98,89.9607961078958
17.480003833770752,-0.6952,24.8831,89.61411447815573
17.57999873161316,-0.384,24.9181,89.7158110947318
17.68001651763916,-0.5318,24.5438,88.37841845525864
17.779999256134033,-0.4101,24.6188,88.63997575040283
17.890056133270264,-0.8619,25.1417,90.56328968450737
17.960053205490112,-0.8619,25.1417,90.56328968450737
