302591.0573901325,4124614.9179997826,28.447319252463473
302594.4607842408,4124611.2552714422,28.445
302597.7992609334,4124607.533174381,28.435503366036084
302601.0684353279,4124603.7501566694,28.43444397453058
302604.2846345309,4124599.922020848,28.433122732757656
302607.44395923195,4124596.046802279,28.434124280172274
302610.53252486716,4124592.1148560895,28.426445157792127
302613.53520064394,4124588.116879962,28.437628307798697
302616.497001149,4124584.08852583,28.435552677725468
302619.37431887496,4124579.999629915,28.439376579029986
302622.1804080097,4124575.8613996026,28.4456445167695
302624.9642474735,4124571.7080625826,28.44998675865886
302627.63479854556,4124567.4810399017,28.45168587873829
302630.2522831022,4124563.2209831243,28.44951930225701
302632.79882073845,4124558.9183044946,28.44821990162259
302635.26206814835,4124554.567263614,28.44490693950371
302637.67684601434,4124550.1891156402,28.443
302640.02740102605,4124545.776267067,28.445489175804973
302642.2838408732,4124541.314549394,28.44907691708978
302644.35713417834,4124536.76548614,28.44743266893241
302646.2933008536,4124532.155750108,28.442484780547
302648.1942876694,4124527.5314420657,28.44
302649.9926434736,4124522.866225696,28.441654822884445
302651.77078316663,4124518.1931208987,28.45506645018836
302653.523994072,4124513.5106419073,28.460762224638504
302655.22310061636,4124508.8082136554,28.461227800059152
302656.86754423444,4124504.086624275,28.45708255796177
302658.465075958,4124499.3487109668,28.45711735506356
302660.00092455273,4124494.590583728,28.455780328043087
302661.46431529097,4124489.809585455,28.457585509245263
302662.86051652656,4124485.0087707816,28.47025756932165
302664.1474399601,4124480.1777435145,28.47930564555116
302665.3167490924,4124475.3164368384,28.497142040390248
302666.39120125835,4124470.433299084,28.50998786683565
302667.35703957453,4124465.5274847536,28.51122395225148
302668.2615901172,4124460.6100989147,28.50870290951539
302669.11062738666,4124455.6828015824,28.509456513388034
302669.8741893948,4124450.741621075,28.515641196462493
302670.556784951,4124445.788445024,28.523550332866954
302671.2240455937,4124440.8334388104,28.53777186279737
302671.7832711443,4124435.8648585463,28.529970438504073
302672.29240315355,4124430.8909146846,28.51986089769782
302672.6793432646,4124425.9061006126,28.52334374253258
302672.93921296863,4124420.913097792,28.519878325269524
302673.1104006867,4124415.9161006412,28.528676698018103
302673.1991599678,4124410.916960748,28.533
302673.2440045936,4124405.9171725134,28.537867891627897
302673.27475638944,4124400.917342621,28.516243610559485
302673.30777960084,4124395.9175306293,28.488183665959088
302673.32274964487,4124390.9175983616,28.496649502856645
302673.3531403433,4124385.9177038777,28.504760228863
302673.38720051956,4124380.9178576283,28.515044559895646
302673.42218468466,4124375.9179864917,28.516187687690046
302673.45834273734,4124370.9181235903,28.513434273736248
302673.4801849751,4124365.918174074,28.517650703597436
302673.504734466,4124360.9182419223,28.516436054719286
302673.5296847049,4124355.9183113673,28.508105098364553
302673.56101273326,4124350.9184115594,28.50744727406123
302673.5739341878,4124345.9184596823,28.514043874802322
302673.5962368777,4124340.918564321,28.513117403429522
302673.61667738,4124335.9186134725,28.51018894571079
302673.6530723367,4124330.9187480654,28.507172694723554
302673.69340863026,4124325.9189154194,28.506070373559357
302673.7235005018,4124320.9190093772,28.502150050178628
302673.7522443719,4124315.919097883,28.496770962486575
302673.7897432531,4124310.919241998,28.494
302673.8207953695,4124305.919341401,28.497836784592298
302673.8463332265,4124300.919409961,28.49752377898857
302673.8732148381,4124295.919491168,28.495714155738078
302673.90235350764,4124290.9195818286,28.492764786804443
302673.9267034623,4124285.919641768,28.491921837514912
302673.96213606093,4124280.9197697346,28.48762131302053
302673.9860676195,4124275.9198350925,28.4806892065038
302674.0029791988,4124270.9198648366,28.483
302674.0175142492,4124265.9198877495,28.48024287541944
302674.04868628347,4124260.9200000437,28.474308495532654
302674.0763415968,4124255.920088071,28.47
